School Year,District/LEA,SchoolName,SubjectArea,Subject,Percent Proficient
2015,TIMPANOGOS ACADEMY,TIMPANOGOS ACADEMY,L,5th Grade Language Arts,31.7%
2015,TIMPANOGOS ACADEMY,TIMPANOGOS ACADEMY,L,6th Grade Language Arts,50-59%
2015,TIMPANOGOS ACADEMY,TIMPANOGOS ACADEMY,M,3rd Grade Math,53.5%
2015,TIMPANOGOS ACADEMY,TIMPANOGOS ACADEMY,M,4th Grade Math,56.9%
2015,TIMPANOGOS ACADEMY,TIMPANOGOS ACADEMY,M,5th Grade Math,47.5%
2015,TIMPANOGOS ACADEMY,TIMPANOGOS ACADEMY,M,6th Grade Math,40-49%
2015,TIMPANOGOS ACADEMY,TIMPANOGOS ACADEMY,S,4th Grade Science,43.1%
2015,TIMPANOGOS ACADEMY,TIMPANOGOS ACADEMY,S,5th Grade Science,34.1%
2015,TIMPANOGOS ACADEMY,TIMPANOGOS ACADEMY,S,6th Grade Science,20-29%
2015,TINTIC DISTRICT,EUREKA SCHOOL,L,3rd Grade Language Arts,30-39%
2015,TINTIC DISTRICT,WEST DESERT SCHOOL,L,3rd Grade Language Arts,N<10
2015,TINTIC DISTRICT,WEST DESERT SCHOOL,L,4th Grade Language Arts,N<10
2015,TINTIC DISTRICT,EUREKA SCHOOL,L,4th Grade Language Arts,N<10
2015,TINTIC DISTRICT,EUREKA SCHOOL,L,5th Grade Language Arts,21-29%
2015,TINTIC DISTRICT,EUREKA SCHOOL,L,6th Grade Language Arts,40-49%
2015,TINTIC DISTRICT,WEST DESERT SCHOOL,L,6th Grade Language Arts,N<10
2015,TINTIC DISTRICT,WEST DESERT HIGH SCHOOL,L,7th Grade Language Arts,N<10
2015,TINTIC DISTRICT,TINTIC HIGH,L,7th Grade Language Arts,30-39%
2015,TINTIC DISTRICT,TINTIC HIGH,L,8th Grade Language Arts,20-29%
2015,TINTIC DISTRICT,TINTIC HIGH,L,9th Grade Language Arts,30-39%
2015,TINTIC DISTRICT,WEST DESERT HIGH SCHOOL,L,9th Grade Language Arts,N<10
2015,TINTIC DISTRICT,WEST DESERT HIGH SCHOOL,L,10th Grade Language Arts,N<10
2015,TINTIC DISTRICT,TINTIC HIGH,L,10th Grade Language Arts,30-39%
2015,TINTIC DISTRICT,TINTIC HIGH,L,11th Grade Language Arts,?20%
2015,TINTIC DISTRICT,WEST DESERT HIGH SCHOOL,L,11th Grade Language Arts,N<10
2015,TINTIC DISTRICT,WEST DESERT SCHOOL,M,3rd Grade Math,N<10
2015,TINTIC DISTRICT,EUREKA SCHOOL,M,3rd Grade Math,30-39%
2015,TINTIC DISTRICT,EUREKA SCHOOL,M,4th Grade Math,N<10
2015,TINTIC DISTRICT,WEST DESERT SCHOOL,M,4th Grade Math,N<10
2015,TINTIC DISTRICT,EUREKA SCHOOL,M,5th Grade Math,20-29%
2015,TINTIC DISTRICT,EUREKA SCHOOL,M,6th Grade Math,30-39%
2015,TINTIC DISTRICT,WEST DESERT SCHOOL,M,6th Grade Math,N<10
2015,TINTIC DISTRICT,WEST DESERT HIGH SCHOOL,M,7th Grade Math,N<10
2015,TINTIC DISTRICT,TINTIC HIGH,M,7th Grade Math,20-29%
2015,TINTIC DISTRICT,TINTIC HIGH,M,8th Grade Math,20-29%
2015,TINTIC DISTRICT,TINTIC HIGH,M,Secondary Math I,30-39%
2015,TINTIC DISTRICT,WEST DESERT HIGH SCHOOL,M,Secondary Math I,N<10
2015,TINTIC DISTRICT,WEST DESERT HIGH SCHOOL,M,Secondary Math II,N<10
2015,TINTIC DISTRICT,TINTIC HIGH,M,Secondary Math II,11-19%
2015,TINTIC DISTRICT,TINTIC HIGH,M,Secondary Math III,30-39%
2015,TINTIC DISTRICT,WEST DESERT HIGH SCHOOL,M,Secondary Math III,N<10
2015,TINTIC DISTRICT,WEST DESERT SCHOOL,S,4th Grade Science,N<10
2015,TINTIC DISTRICT,EUREKA SCHOOL,S,4th Grade Science,N<10
2015,TINTIC DISTRICT,EUREKA SCHOOL,S,5th Grade Science,20-29%
2015,TINTIC DISTRICT,EUREKA SCHOOL,S,6th Grade Science,30-39%
2015,TINTIC DISTRICT,WEST DESERT SCHOOL,S,6th Grade Science,N<10
2015,TINTIC DISTRICT,WEST DESERT HIGH SCHOOL,S,7th Grade Science,N<10
2015,TINTIC DISTRICT,TINTIC HIGH,S,7th Grade Science,11-19%
2015,TINTIC DISTRICT,TINTIC HIGH,S,8th Grade Science,20-29%
2015,TINTIC DISTRICT,TINTIC HIGH,S,Earth Science,50-59%
2015,TINTIC DISTRICT,TINTIC HIGH,S,Biology,20-29%
2015,TOOELE DISTRICT,DUGWAY SCHOOL,L,3rd Grade Language Arts,N<10
2015,TOOELE DISTRICT,WEST SCHOOL,L,3rd Grade Language Arts,40.0%
2015,TOOELE DISTRICT,MIDDLE CANYON SCHOOL,L,3rd Grade Language Arts,39.4%
2015,TOOELE DISTRICT,EAST SCHOOL,L,3rd Grade Language Arts,24.1%
2015,TOOELE DISTRICT,GRANTSVILLE SCHOOL,L,3rd Grade Language Arts,57.6%
2015,TOOELE DISTRICT,HARRIS SCHOOL,L,3rd Grade Language Arts,29.2%
2015,TOOELE DISTRICT,IBAPAH SCHOOL,L,3rd Grade Language Arts,N<10
2015,TOOELE DISTRICT,STANSBURY PARK SCHOOL,L,3rd Grade Language Arts,43.3%
2015,TOOELE DISTRICT,NORTHLAKE SCHOOL,L,3rd Grade Language Arts,35.7%
2015,TOOELE DISTRICT,VERNON SCHOOL,L,3rd Grade Language Arts,N<10
2015,TOOELE DISTRICT,ANNA SMITH SCHOOL,L,3rd Grade Language Arts,26.1%
2015,TOOELE DISTRICT,OVERLAKE SCHOOL,L,3rd Grade Language Arts,38.0%
2015,TOOELE DISTRICT,WILLOW SCHOOL,L,3rd Grade Language Arts,24.5%
2015,TOOELE DISTRICT,COPPER CANYON SCHOOL,L,3rd Grade Language Arts,41.8%
2015,TOOELE DISTRICT,ROSE SPRINGS SCHOOL,L,3rd Grade Language Arts,49.1%
2015,TOOELE DISTRICT,SETTLEMENT CANYON SCHOOL,L,3rd Grade Language Arts,43.2%
2015,TOOELE DISTRICT,SETTLEMENT CANYON SCHOOL,L,4th Grade Language Arts,30.3%
2015,TOOELE DISTRICT,ROSE SPRINGS SCHOOL,L,4th Grade Language Arts,46.2%
2015,TOOELE DISTRICT,COPPER CANYON SCHOOL,L,4th Grade Language Arts,40.2%
2015,TOOELE DISTRICT,WILLOW SCHOOL,L,4th Grade Language Arts,30.2%
2015,TOOELE DISTRICT,OVERLAKE SCHOOL,L,4th Grade Language Arts,32.8%
2015,TOOELE DISTRICT,ANNA SMITH SCHOOL,L,4th Grade Language Arts,20.0%
2015,TOOELE DISTRICT,NORTHLAKE SCHOOL,L,4th Grade Language Arts,34.8%
2015,TOOELE DISTRICT,STANSBURY PARK SCHOOL,L,4th Grade Language Arts,36.4%
2015,TOOELE DISTRICT,IBAPAH SCHOOL,L,4th Grade Language Arts,N<10
2015,TOOELE DISTRICT,HARRIS SCHOOL,L,4th Grade Language Arts,11.9%
2015,TOOELE DISTRICT,GRANTSVILLE SCHOOL,L,4th Grade Language Arts,42.9%
2015,TOOELE DISTRICT,EAST SCHOOL,L,4th Grade Language Arts,29.0%
2015,TOOELE DISTRICT,MIDDLE CANYON SCHOOL,L,4th Grade Language Arts,41.5%
2015,TOOELE DISTRICT,WEST SCHOOL,L,4th Grade Language Arts,34.7%
2015,TOOELE DISTRICT,DUGWAY SCHOOL,L,4th Grade Language Arts,N<10
2015,TOOELE DISTRICT,DUGWAY SCHOOL,L,5th Grade Language Arts,21-29%
2015,TOOELE DISTRICT,WEST SCHOOL,L,5th Grade Language Arts,21.6%
2015,TOOELE DISTRICT,MIDDLE CANYON SCHOOL,L,5th Grade Language Arts,40.3%
2015,TOOELE DISTRICT,EAST SCHOOL,L,5th Grade Language Arts,18.4%
2015,TOOELE DISTRICT,GRANTSVILLE SCHOOL,L,5th Grade Language Arts,33.3%
2015,TOOELE DISTRICT,HARRIS SCHOOL,L,5th Grade Language Arts,30.4%
2015,TOOELE DISTRICT,IBAPAH SCHOOL,L,5th Grade Language Arts,N<10
2015,TOOELE DISTRICT,STANSBURY PARK SCHOOL,L,5th Grade Language Arts,55.6%
2015,TOOELE DISTRICT,NORTHLAKE SCHOOL,L,5th Grade Language Arts,44.1%
2015,TOOELE DISTRICT,ANNA SMITH SCHOOL,L,5th Grade Language Arts,20-29%
2015,TOOELE DISTRICT,VERNON SCHOOL,L,5th Grade Language Arts,N<10
2015,TOOELE DISTRICT,OVERLAKE SCHOOL,L,5th Grade Language Arts,34.1%
2015,TOOELE DISTRICT,WILLOW SCHOOL,L,5th Grade Language Arts,33.0%
2015,TOOELE DISTRICT,COPPER CANYON SCHOOL,L,5th Grade Language Arts,28.4%
2015,TOOELE DISTRICT,ROSE SPRINGS SCHOOL,L,5th Grade Language Arts,39.4%
2015,TOOELE DISTRICT,SETTLEMENT CANYON SCHOOL,L,5th Grade Language Arts,40.0%
2015,TOOELE DISTRICT,SETTLEMENT CANYON SCHOOL,L,6th Grade Language Arts,38.8%
2015,TOOELE DISTRICT,ROSE SPRINGS SCHOOL,L,6th Grade Language Arts,54.1%
2015,TOOELE DISTRICT,COPPER CANYON SCHOOL,L,6th Grade Language Arts,43.4%
2015,TOOELE DISTRICT,WILLOW SCHOOL,L,6th Grade Language Arts,44.0%
2015,TOOELE DISTRICT,OVERLAKE SCHOOL,L,6th Grade Language Arts,41.9%
2015,TOOELE DISTRICT,VERNON SCHOOL,L,6th Grade Language Arts,N<10
2015,TOOELE DISTRICT,ANNA SMITH SCHOOL,L,6th Grade Language Arts,40-49%
2015,TOOELE DISTRICT,NORTHLAKE SCHOOL,L,6th Grade Language Arts,40.0%
2015,TOOELE DISTRICT,STANSBURY PARK SCHOOL,L,6th Grade Language Arts,54.5%
2015,TOOELE DISTRICT,IBAPAH SCHOOL,L,6th Grade Language Arts,N<10
2015,TOOELE DISTRICT,HARRIS SCHOOL,L,6th Grade Language Arts,30.9%
2015,TOOELE DISTRICT,GRANTSVILLE SCHOOL,L,6th Grade Language Arts,35.1%
2015,TOOELE DISTRICT,EAST SCHOOL,L,6th Grade Language Arts,38.5%
2015,TOOELE DISTRICT,MIDDLE CANYON SCHOOL,L,6th Grade Language Arts,39.4%
2015,TOOELE DISTRICT,WEST SCHOOL,L,6th Grade Language Arts,23.5%
2015,TOOELE DISTRICT,DUGWAY SCHOOL,L,6th Grade Language Arts,21-29%
2015,TOOELE DISTRICT,GRANTSVILLE JR HIGH,L,7th Grade Language Arts,41.2%
2015,TOOELE DISTRICT,DUGWAY HIGH,L,7th Grade Language Arts,N<10
2015,TOOELE DISTRICT,TOOELE JR HIGH,L,7th Grade Language Arts,28.0%
2015,TOOELE DISTRICT,WENDOVER HIGH,L,7th Grade Language Arts,11-19%
2015,TOOELE DISTRICT,CLARKE N JOHNSEN JR HIGH,L,7th Grade Language Arts,49.0%
2015,TOOELE DISTRICT,CLARKE N JOHNSEN JR HIGH,L,8th Grade Language Arts,39.8%
2015,TOOELE DISTRICT,WENDOVER HIGH,L,8th Grade Language Arts,11-19%
2015,TOOELE DISTRICT,TOOELE JR HIGH,L,8th Grade Language Arts,37.0%
2015,TOOELE DISTRICT,DUGWAY HIGH,L,8th Grade Language Arts,N<10
2015,TOOELE DISTRICT,GRANTSVILLE JR HIGH,L,8th Grade Language Arts,41.4%
2015,TOOELE DISTRICT,DUGWAY HIGH,L,9th Grade Language Arts,N<10
2015,TOOELE DISTRICT,GRANTSVILLE HIGH,L,9th Grade Language Arts,33.8%
2015,TOOELE DISTRICT,WENDOVER HIGH,L,9th Grade Language Arts,11-19%
2015,TOOELE DISTRICT,TOOELE HIGH,L,9th Grade Language Arts,31.7%
2015,TOOELE DISTRICT,STANSBURY HIGH,L,9th Grade Language Arts,41.4%
2015,TOOELE DISTRICT,STANSBURY HIGH,L,10th Grade Language Arts,49.6%
2015,TOOELE DISTRICT,TOOELE HIGH,L,10th Grade Language Arts,34.7%
2015,TOOELE DISTRICT,WENDOVER HIGH,L,10th Grade Language Arts,11-19%
2015,TOOELE DISTRICT,BLUE PEAK HIGH,L,10th Grade Language Arts,?10%
2015,TOOELE DISTRICT,GRANTSVILLE HIGH,L,10th Grade Language Arts,37.5%
2015,TOOELE DISTRICT,DUGWAY HIGH,L,10th Grade Language Arts,N<10
2015,TOOELE DISTRICT,DUGWAY HIGH,L,11th Grade Language Arts,40-49%
2015,TOOELE DISTRICT,GRANTSVILLE HIGH,L,11th Grade Language Arts,42.1%
2015,TOOELE DISTRICT,BLUE PEAK HIGH,L,11th Grade Language Arts,11-19%
2015,TOOELE DISTRICT,WENDOVER HIGH,L,11th Grade Language Arts,11-19%
2015,TOOELE DISTRICT,TOOELE HIGH,L,11th Grade Language Arts,36.7%
2015,TOOELE DISTRICT,STANSBURY HIGH,L,11th Grade Language Arts,36.9%
2015,TOOELE DISTRICT,SETTLEMENT CANYON SCHOOL,M,3rd Grade Math,55.6%
2015,TOOELE DISTRICT,OVERLAKE SCHOOL,M,3rd Grade Math,53.2%
2015,TOOELE DISTRICT,WILLOW SCHOOL,M,3rd Grade Math,40.4%
2015,TOOELE DISTRICT,COPPER CANYON SCHOOL,M,3rd Grade Math,56.0%
2015,TOOELE DISTRICT,ROSE SPRINGS SCHOOL,M,3rd Grade Math,57.0%
2015,TOOELE DISTRICT,MIDDLE CANYON SCHOOL,M,3rd Grade Math,53.0%
2015,TOOELE DISTRICT,WEST SCHOOL,M,3rd Grade Math,38.2%
2015,TOOELE DISTRICT,EAST SCHOOL,M,3rd Grade Math,43.1%
2015,TOOELE DISTRICT,GRANTSVILLE SCHOOL,M,3rd Grade Math,68.1%
2015,TOOELE DISTRICT,HARRIS SCHOOL,M,3rd Grade Math,35.4%
2015,TOOELE DISTRICT,IBAPAH SCHOOL,M,3rd Grade Math,N<10
2015,TOOELE DISTRICT,STANSBURY PARK SCHOOL,M,3rd Grade Math,61.4%
2015,TOOELE DISTRICT,NORTHLAKE SCHOOL,M,3rd Grade Math,55.4%
2015,TOOELE DISTRICT,ANNA SMITH SCHOOL,M,3rd Grade Math,32.6%
2015,TOOELE DISTRICT,VERNON SCHOOL,M,3rd Grade Math,N<10
2015,TOOELE DISTRICT,DUGWAY SCHOOL,M,3rd Grade Math,N<10
2015,TOOELE DISTRICT,DUGWAY SCHOOL,M,4th Grade Math,N<10
2015,TOOELE DISTRICT,ANNA SMITH SCHOOL,M,4th Grade Math,40.0%
2015,TOOELE DISTRICT,NORTHLAKE SCHOOL,M,4th Grade Math,56.9%
2015,TOOELE DISTRICT,STANSBURY PARK SCHOOL,M,4th Grade Math,47.1%
2015,TOOELE DISTRICT,IBAPAH SCHOOL,M,4th Grade Math,N<10
2015,TOOELE DISTRICT,HARRIS SCHOOL,M,4th Grade Math,17.5%
2015,TOOELE DISTRICT,GRANTSVILLE SCHOOL,M,4th Grade Math,53.6%
2015,TOOELE DISTRICT,EAST SCHOOL,M,4th Grade Math,43.5%
2015,TOOELE DISTRICT,WEST SCHOOL,M,4th Grade Math,49.0%
2015,TOOELE DISTRICT,MIDDLE CANYON SCHOOL,M,4th Grade Math,51.5%
2015,TOOELE DISTRICT,ROSE SPRINGS SCHOOL,M,4th Grade Math,53.3%
2015,TOOELE DISTRICT,COPPER CANYON SCHOOL,M,4th Grade Math,43.9%
2015,TOOELE DISTRICT,WILLOW SCHOOL,M,4th Grade Math,39.6%
2015,TOOELE DISTRICT,OVERLAKE SCHOOL,M,4th Grade Math,32.8%
2015,TOOELE DISTRICT,SETTLEMENT CANYON SCHOOL,M,4th Grade Math,36.0%
2015,TOOELE DISTRICT,SETTLEMENT CANYON SCHOOL,M,5th Grade Math,45.9%
2015,TOOELE DISTRICT,OVERLAKE SCHOOL,M,5th Grade Math,40.2%
2015,TOOELE DISTRICT,WILLOW SCHOOL,M,5th Grade Math,37.2%
2015,TOOELE DISTRICT,COPPER CANYON SCHOOL,M,5th Grade Math,31.1%
2015,TOOELE DISTRICT,ROSE SPRINGS SCHOOL,M,5th Grade Math,37.1%
2015,TOOELE DISTRICT,MIDDLE CANYON SCHOOL,M,5th Grade Math,51.6%
2015,TOOELE DISTRICT,WEST SCHOOL,M,5th Grade Math,21.6%
2015,TOOELE DISTRICT,EAST SCHOOL,M,5th Grade Math,28.6%
2015,TOOELE DISTRICT,GRANTSVILLE SCHOOL,M,5th Grade Math,49.5%
2015,TOOELE DISTRICT,HARRIS SCHOOL,M,5th Grade Math,42.9%
2015,TOOELE DISTRICT,IBAPAH SCHOOL,M,5th Grade Math,N<10
2015,TOOELE DISTRICT,STANSBURY PARK SCHOOL,M,5th Grade Math,66.7%
2015,TOOELE DISTRICT,NORTHLAKE SCHOOL,M,5th Grade Math,47.1%
2015,TOOELE DISTRICT,ANNA SMITH SCHOOL,M,5th Grade Math,11-19%
2015,TOOELE DISTRICT,VERNON SCHOOL,M,5th Grade Math,N<10
2015,TOOELE DISTRICT,DUGWAY SCHOOL,M,5th Grade Math,?20%
2015,TOOELE DISTRICT,DUGWAY SCHOOL,M,6th Grade Math,?20%
2015,TOOELE DISTRICT,VERNON SCHOOL,M,6th Grade Math,N<10
2015,TOOELE DISTRICT,ANNA SMITH SCHOOL,M,6th Grade Math,20-29%
2015,TOOELE DISTRICT,NORTHLAKE SCHOOL,M,6th Grade Math,33.3%
2015,TOOELE DISTRICT,STANSBURY PARK SCHOOL,M,6th Grade Math,50.9%
2015,TOOELE DISTRICT,IBAPAH SCHOOL,M,6th Grade Math,N<10
2015,TOOELE DISTRICT,HARRIS SCHOOL,M,6th Grade Math,38.8%
2015,TOOELE DISTRICT,GRANTSVILLE SCHOOL,M,6th Grade Math,40.5%
2015,TOOELE DISTRICT,EAST SCHOOL,M,6th Grade Math,35.4%
2015,TOOELE DISTRICT,WEST SCHOOL,M,6th Grade Math,11.8%
2015,TOOELE DISTRICT,MIDDLE CANYON SCHOOL,M,6th Grade Math,36.4%
2015,TOOELE DISTRICT,ROSE SPRINGS SCHOOL,M,6th Grade Math,43.1%
2015,TOOELE DISTRICT,COPPER CANYON SCHOOL,M,6th Grade Math,43.4%
2015,TOOELE DISTRICT,WILLOW SCHOOL,M,6th Grade Math,47.3%
2015,TOOELE DISTRICT,OVERLAKE SCHOOL,M,6th Grade Math,40.5%
2015,TOOELE DISTRICT,SETTLEMENT CANYON SCHOOL,M,6th Grade Math,52.4%
2015,TOOELE DISTRICT,CLARKE N JOHNSEN JR HIGH,M,7th Grade Math,48.5%
2015,TOOELE DISTRICT,TOOELE JR HIGH,M,7th Grade Math,33.9%
2015,TOOELE DISTRICT,WENDOVER HIGH,M,7th Grade Math,11-19%
2015,TOOELE DISTRICT,GRANTSVILLE JR HIGH,M,7th Grade Math,57.6%
2015,TOOELE DISTRICT,DUGWAY HIGH,M,7th Grade Math,N<10
2015,TOOELE DISTRICT,DUGWAY HIGH,M,8th Grade Math,N<10
2015,TOOELE DISTRICT,GRANTSVILLE JR HIGH,M,8th Grade Math,40.7%
2015,TOOELE DISTRICT,WENDOVER HIGH,M,8th Grade Math,?10%
2015,TOOELE DISTRICT,TOOELE JR HIGH,M,8th Grade Math,29.7%
2015,TOOELE DISTRICT,CLARKE N JOHNSEN JR HIGH,M,8th Grade Math,38.2%
2015,TOOELE DISTRICT,STANSBURY HIGH,M,Secondary Math I,41.7%
2015,TOOELE DISTRICT,BLUE PEAK HIGH,M,Secondary Math I,?20%
2015,TOOELE DISTRICT,WENDOVER HIGH,M,Secondary Math I,11-19%
2015,TOOELE DISTRICT,TOOELE HIGH,M,Secondary Math I,27.5%
2015,TOOELE DISTRICT,DUGWAY HIGH,M,Secondary Math I,N<10
2015,TOOELE DISTRICT,GRANTSVILLE HIGH,M,Secondary Math I,41.3%
2015,TOOELE DISTRICT,GRANTSVILLE HIGH,M,Secondary Math II,31.5%
2015,TOOELE DISTRICT,DUGWAY HIGH,M,Secondary Math II,N<10
2015,TOOELE DISTRICT,TOOELE HIGH,M,Secondary Math II,26.0%
2015,TOOELE DISTRICT,WENDOVER HIGH,M,Secondary Math II,11-19%
2015,TOOELE DISTRICT,BLUE PEAK HIGH,M,Secondary Math II,11-19%
2015,TOOELE DISTRICT,STANSBURY HIGH,M,Secondary Math II,24.2%
2015,TOOELE DISTRICT,STANSBURY HIGH,M,Secondary Math III,41.5%
2015,TOOELE DISTRICT,BLUE PEAK HIGH,M,Secondary Math III,?20%
2015,TOOELE DISTRICT,WENDOVER HIGH,M,Secondary Math III,21-29%
2015,TOOELE DISTRICT,TOOELE HIGH,M,Secondary Math III,41.4%
2015,TOOELE DISTRICT,DUGWAY HIGH,M,Secondary Math III,30-39%
2015,TOOELE DISTRICT,GRANTSVILLE HIGH,M,Secondary Math III,46.9%
2015,TOOELE DISTRICT,WEST SCHOOL,S,4th Grade Science,34.7%
2015,TOOELE DISTRICT,MIDDLE CANYON SCHOOL,S,4th Grade Science,56.1%
2015,TOOELE DISTRICT,EAST SCHOOL,S,4th Grade Science,33.9%
2015,TOOELE DISTRICT,GRANTSVILLE SCHOOL,S,4th Grade Science,52.7%
2015,TOOELE DISTRICT,HARRIS SCHOOL,S,4th Grade Science,9.5%
2015,TOOELE DISTRICT,IBAPAH SCHOOL,S,4th Grade Science,N<10
2015,TOOELE DISTRICT,STANSBURY PARK SCHOOL,S,4th Grade Science,51.2%
2015,TOOELE DISTRICT,NORTHLAKE SCHOOL,S,4th Grade Science,59.1%
2015,TOOELE DISTRICT,ANNA SMITH SCHOOL,S,4th Grade Science,28.9%
2015,TOOELE DISTRICT,DUGWAY SCHOOL,S,4th Grade Science,N<10
2015,TOOELE DISTRICT,SETTLEMENT CANYON SCHOOL,S,4th Grade Science,36.0%
2015,TOOELE DISTRICT,OVERLAKE SCHOOL,S,4th Grade Science,39.3%
2015,TOOELE DISTRICT,WILLOW SCHOOL,S,4th Grade Science,33.3%
2015,TOOELE DISTRICT,COPPER CANYON SCHOOL,S,4th Grade Science,34.1%
2015,TOOELE DISTRICT,ROSE SPRINGS SCHOOL,S,4th Grade Science,47.8%
2015,TOOELE DISTRICT,ROSE SPRINGS SCHOOL,S,5th Grade Science,47.7%
2015,TOOELE DISTRICT,COPPER CANYON SCHOOL,S,5th Grade Science,41.9%
2015,TOOELE DISTRICT,WILLOW SCHOOL,S,5th Grade Science,46.8%
2015,TOOELE DISTRICT,OVERLAKE SCHOOL,S,5th Grade Science,40.2%
2015,TOOELE DISTRICT,SETTLEMENT CANYON SCHOOL,S,5th Grade Science,47.1%
2015,TOOELE DISTRICT,DUGWAY SCHOOL,S,5th Grade Science,21-29%
2015,TOOELE DISTRICT,ANNA SMITH SCHOOL,S,5th Grade Science,11-19%
2015,TOOELE DISTRICT,VERNON SCHOOL,S,5th Grade Science,N<10
2015,TOOELE DISTRICT,NORTHLAKE SCHOOL,S,5th Grade Science,38.2%
2015,TOOELE DISTRICT,STANSBURY PARK SCHOOL,S,5th Grade Science,65.3%
2015,TOOELE DISTRICT,IBAPAH SCHOOL,S,5th Grade Science,N<10
2015,TOOELE DISTRICT,HARRIS SCHOOL,S,5th Grade Science,44.6%
2015,TOOELE DISTRICT,GRANTSVILLE SCHOOL,S,5th Grade Science,54.5%
2015,TOOELE DISTRICT,EAST SCHOOL,S,5th Grade Science,36.4%
2015,TOOELE DISTRICT,MIDDLE CANYON SCHOOL,S,5th Grade Science,48.4%
2015,TOOELE DISTRICT,WEST SCHOOL,S,5th Grade Science,21.6%
2015,TOOELE DISTRICT,WEST SCHOOL,S,6th Grade Science,21.6%
2015,TOOELE DISTRICT,MIDDLE CANYON SCHOOL,S,6th Grade Science,47.0%
2015,TOOELE DISTRICT,EAST SCHOOL,S,6th Grade Science,40.0%
2015,TOOELE DISTRICT,GRANTSVILLE SCHOOL,S,6th Grade Science,36.6%
2015,TOOELE DISTRICT,HARRIS SCHOOL,S,6th Grade Science,42.0%
2015,TOOELE DISTRICT,IBAPAH SCHOOL,S,6th Grade Science,N<10
2015,TOOELE DISTRICT,STANSBURY PARK SCHOOL,S,6th Grade Science,72.7%
2015,TOOELE DISTRICT,NORTHLAKE SCHOOL,S,6th Grade Science,43.3%
2015,TOOELE DISTRICT,VERNON SCHOOL,S,6th Grade Science,N<10
2015,TOOELE DISTRICT,ANNA SMITH SCHOOL,S,6th Grade Science,11-19%
2015,TOOELE DISTRICT,DUGWAY SCHOOL,S,6th Grade Science,21-29%
2015,TOOELE DISTRICT,SETTLEMENT CANYON SCHOOL,S,6th Grade Science,55.3%
2015,TOOELE DISTRICT,OVERLAKE SCHOOL,S,6th Grade Science,55.4%
2015,TOOELE DISTRICT,WILLOW SCHOOL,S,6th Grade Science,50.0%
2015,TOOELE DISTRICT,COPPER CANYON SCHOOL,S,6th Grade Science,50.6%
2015,TOOELE DISTRICT,ROSE SPRINGS SCHOOL,S,6th Grade Science,53.2%
2015,TOOELE DISTRICT,CLARKE N JOHNSEN JR HIGH,S,7th Grade Science,61.8%
2015,TOOELE DISTRICT,TOOELE JR HIGH,S,7th Grade Science,32.7%
2015,TOOELE DISTRICT,WENDOVER HIGH,S,7th Grade Science,20-29%
2015,TOOELE DISTRICT,GRANTSVILLE JR HIGH,S,7th Grade Science,42.9%
2015,TOOELE DISTRICT,DUGWAY HIGH,S,7th Grade Science,N<10
2015,TOOELE DISTRICT,DUGWAY HIGH,S,8th Grade Science,N<10
2015,TOOELE DISTRICT,GRANTSVILLE JR HIGH,S,8th Grade Science,43.7%
2015,TOOELE DISTRICT,WENDOVER HIGH,S,8th Grade Science,11-19%
2015,TOOELE DISTRICT,TOOELE JR HIGH,S,8th Grade Science,42.6%
2015,TOOELE DISTRICT,CLARKE N JOHNSEN JR HIGH,S,8th Grade Science,60.5%
2015,TOOELE DISTRICT,STANSBURY HIGH,S,Earth Science,39.0%
2015,TOOELE DISTRICT,WENDOVER HIGH,S,Earth Science,20-29%
2015,TOOELE DISTRICT,TOOELE HIGH,S,Earth Science,30.0%
2015,TOOELE DISTRICT,DUGWAY HIGH,S,Earth Science,N<10
2015,TOOELE DISTRICT,GRANTSVILLE HIGH,S,Earth Science,32.9%
2015,TOOELE DISTRICT,GRANTSVILLE HIGH,S,Biology,42.5%
2015,TOOELE DISTRICT,DUGWAY HIGH,S,Biology,N<10
2015,TOOELE DISTRICT,TOOELE HIGH,S,Biology,31.7%
2015,TOOELE DISTRICT,WENDOVER HIGH,S,Biology,11-19%
2015,TOOELE DISTRICT,BLUE PEAK HIGH,S,Biology,N<10
2015,TOOELE DISTRICT,STANSBURY HIGH,S,Biology,43.2%
2015,TOOELE DISTRICT,STANSBURY HIGH,S,Chemistry,48.1%
2015,TOOELE DISTRICT,TOOELE HIGH,S,Chemistry,31.4%
2015,TOOELE DISTRICT,DUGWAY HIGH,S,Chemistry,?20%
2015,TOOELE DISTRICT,GRANTSVILLE HIGH,S,Chemistry,48.8%
2015,TOOELE DISTRICT,GRANTSVILLE HIGH,S,Physics,71.7%
2015,TOOELE DISTRICT,TOOELE HIGH,S,Physics,69.2%
2015,TOOELE DISTRICT,BLUE PEAK HIGH,S,Physics,?10%
2015,TOOELE DISTRICT,STANSBURY HIGH,S,Physics,65.5%
2015,TUACAHN HIGH SCHOOL FOR THE PERFORMING ARTS,TUACAHN HIGH SCHOOL FOR THE PERFORMING ARTS,L,9th Grade Language Arts,53.5%
2015,TUACAHN HIGH SCHOOL FOR THE PERFORMING ARTS,TUACAHN HIGH SCHOOL FOR THE PERFORMING ARTS,L,10th Grade Language Arts,59.5%
2015,TUACAHN HIGH SCHOOL FOR THE PERFORMING ARTS,TUACAHN HIGH SCHOOL FOR THE PERFORMING ARTS,L,11th Grade Language Arts,38.4%
